location_id,name,description,adress_string,price_level,rating,num_reviews,review_rating_count,cuisine
19813267,Laïa,"C'est un restaurant caché situé à Paris 11. La spécialité du restaurant restaurant méditerranéen Laïa : la cuisson à la Robata qui sublime vos plats. Dernière le restaurant, au milieu du jardin, une superbe terrasse au calme, avec une partie sous véranda et le reste dans le jardin. A quelques centaines de mettre de la place de la Nation, pour une privatisation, pour un spritz entre amis, un diner dépaysant à Paris le restaurant italien, francais et espagnol Laïa recommandé par le Fooding vous séduira. En été, Laïa a probablement une des terrasses les plus dépaysantes de Paris.","226 Boulevard Voltaire, 75011 Paris France",€€ - €€€,4.5,247,"{'1': '6', '2': '11', '3': '9', '4': '22', '5': '199'}","Italienne, Française, Méditerranéenne, Barbecue/Grillades, Espagnole, Grecque, Saine, Italie du Sud"
7345689,McDonald's,"Trouvez facilement toutes les informations de McDonald’s : le restaurant le plus proche, les nouvelles, les informations sur les produits et toutes les dernières nouvelles.","65 Rue La Fayette, 75009 Paris France",€,3.0,51,"{'1': '11', '2': '5', '3': '10', '4': '18', '5': '7'}","Américaine, Restauration rapide"
27305886,Latino Pizza,,"55 Boulevard Lefebvre, 75015 Paris France",,,0,,Pizza
12255008,Hakata Choten,,"16 Rue de la Grande Truanderie Les Halles, 75001 Paris France",€€ - €€€,4.5,131,"{'1': '3', '2': '7', '3': '13', '4': '39', '5': '69'}","Japonaise, Asiatique"
23945075,Mano Paris,"Mano Paris, c'est un véritable voyage gustatif à travers les 21 pays de la méditerranée : jolies couleurs sur nos murs, saveurs dans les assiettes sans oublier une bonne dose de bonne humeur. Notre restaurant méditerranéen est le lieu idéal pour déguster des wraps toastés healthy, des salades et de délicieux mezzes en plein coeur de Paris 10. Vous passez prés du Grand Rex pour une balade ? Venez goûter notre cuisine méditerranéenne ! Nos plats ensoleillés embelliront votre journée. (Ouvert également pour le brunch le week-end !)","4, rue Jean Baptiste Clément Laboratoire de Fabrication, 94250 Paris France",,,0,,"Cuisine de rue (street food), Italienne, Méditerranéenne, Espagnole"
12318304,Chez Gustave,"Brasserie parisienne, cuisine faite maison, bar avec bière pression et carte de vins variétés, tabac et articles fumeurs,","61 Avenue De Suffren, 75007 Paris France",€€ - €€€,4.0,9,"{'1': '2', '2': '0', '3': '1', '4': '1', '5': '5'}",Française
15791673,Boulangerie Pâtisserie,,"55 avenue de Suffren, 75007 Paris France",,4.5,5,"{'1': '0', '2': '1', '3': '0', '4': '0', '5': '4'}","Française, Européenne"
3854219,L'Oasis,,"19 rue Ferdinand Fabre, 75015 Paris France",€,3.0,24,"{'1': '6', '2': '4', '3': '0', '4': '8', '5': '6'}","Marocaine, Méditerranéenne"
21078351,La Dolce Vita,,"45 Rue Héricart, 75015 Paris France",€€ - €€€,4.0,19,"{'1': '1', '2': '0', '3': '3', '4': '5', '5': '10'}","Italienne, Européenne, Bar à vins, Italie du Nord, Italie du Centre, Italie du Sud"
21328046,Crêpe Color's,,"4 Rue Thibaud, 75014 Paris France",€,,0,,
13198135,Autour du Yangtse,,"150 rue Saint Honoré, 75001 Paris France",€€ - €€€,4.5,42,"{'1': '1', '2': '1', '3': '3', '4': '12', '5': '25'}","Chinoise, Asiatique"
8297659,McDonald's,"Commandez en ligne et retrouvez facilement toutes les informations McDonald's: le restaurant le plus proche, les actualités, les informations produits et toutes les nouveautés.","Avenue De Flandres, 87, 75019 Paris France",€,2.5,18,"{'1': '8', '2': '1', '3': '5', '4': '3', '5': '1'}",Restauration rapide
27525458,Passion Café,,"46 Rue Damremont, 75018 Paris France",,,0,,
19488093,O Banh Mi,,"56 Place Saint-Charles, 75015 Paris France",,3.5,3,"{'1': '0', '2': '0', '3': '2', '4': '0', '5': '1'}","Asiatique, Vietnamienne"
7316885,Burger King,"Fondée en 1954 à Miami, BURGER KING® est aujourd'hui la 2e chaîne de burger au monde. Son succès repose sur un concept unique et un produit mythique, le WHOPPER®.","78-80 Avenue Du Général Leclerc, 75014 Paris France",€,3.0,97,"{'1': '21', '2': '23', '3': '15', '4': '25', '5': '13'}","Restauration rapide, Américaine"
12076815,Vivaio Paris,,"28 Rue De La Pépinière, 75008 Paris France",,4.5,6,"{'1': '0', '2': '0', '3': '0', '4': '3', '5': '3'}","Italienne, Pizza"
28034597,Stef O Pizz,,"2, Rue Des Alouettes, 28160 Brou France",,,0,,Pizza
12071403,Pho 15,,"6 Rue D'Alleray, 75015 Paris France",€€ - €€€,3.5,27,"{'1': '5', '2': '2', '3': '2', '4': '7', '5': '11'}","Asiatique, Vietnamienne, Chinoise"
2493025,Tra Amici,,"110 rue Leon Maurice Nordmann, 75013 Paris France",€,4.0,52,"{'1': '0', '2': '3', '3': '9', '4': '25', '5': '15'}","Italienne, Pizza, Européenne"
1972826,La Criée La Villette Paris 19,"Votre restaurant La Criée Paris La Villette vous accueille pour un moment agréable et convivial, autour de ses plateaux de fruits de mer, son large choix de poissons et autres gourmandises. Moules frites, tartare de saumon, carpaccios, pavés de thon et de saumon et autres produits de la mer sont sur notre carte des menus. Un menu enfant au meilleur rapport qualité prix est aussi disponible pour les petits. Et n'oubliez pas notre carte de desserts ! Votre restaurant La Criée Paris La Villette vous accueille du lundi au dimanche pour vos déjeuners ou vos dîners en famille, entre amis ou entre collègues. Vous pouvez consulter les informations de votre restaurant La Criée à PARIS et nos cartes des menus et des vins.","68 Quai de Seine Holiday Inn Express Paris, 75019 Paris France",€€ - €€€,3.5,492,"{'1': '49', '2': '55', '3': '77', '4': '167', '5': '144'}","Fruits de mer et poisson, Française"
25182196,Bubble Paradise,"Bubble tea, Bubble waffles et crepes sucrée","9 Rue Des Belles Feuilles, 75116 Paris France",,,0,,"Française, Asiatique"
21512799,Pret a Manger,,"91 Boulevard Haussmann Paris, 75008 Paris France",€€ - €€€,2.5,6,"{'1': '3', '2': '0', '3': '1', '4': '1', '5': '1'}",
6813435,Le Quid,"A Paris, les modes se font et se défont au rythme des saisons. Si vite, qu’il en devient parfois difficile de trouver un peu de simplicité parmi ces bars et restaurants « conceptuels » qui prennent leurs quartiers dans la capitale… Au Quid, pas de cuisine moléculaire, ni de plats végétaliens mijotés avec des herbes inconnues, mais de la cuisine faite maison, servie par une équipe souriante dans un lieu chaleureux en plein cœur de Paris. Le Quid, c’est l’endroit où il fait bon être pour un Happy Hour entre amis, autour de tapas. Le petit coin parfait pour s’attabler autour de plats savoureux et élaborés à partir de produits frais, le temps d’un dîner entre amis, ou d’un déjeuner au soleil. Formule midi - plat + dessert = 11€ Happy-hour 17h 00h Pinte 3€ Vins 4€ Cocktails et coupe de champagne 5€","12 rue de la Grande Truanderie, 75001 Paris France",€,3.5,21,"{'1': '4', '2': '1', '3': '5', '4': '5', '5': '6'}","Française, Pizza, Espagnole"
27365643,La Boutique,,"209 Boulevard Voltaire, 75011 Paris France",,,0,,
850136,La Petite Périgourdine,,"39, Rue Des Écoles 5th Arrondissement, 75005 Paris France",€€ - €€€,4.0,1369,"{'1': '75', '2': '70', '3': '134', '4': '519', '5': '572'}",Française
17424240,Lylee,,"4 rue Beaugrenelle intersection Rue Linois, 75015 Paris France",€€ - €€€,5.0,107,"{'1': '0', '2': '0', '3': '2', '4': '6', '5': '99'}","Asiatique, Thaï, Vietnamienne, Saine"
23787843,Le Domremy,,"74 Rue Jeanne d'Arc, 75013 Paris France",,,0,,Pizza
1056772,Le Tournesol cafe,"La cantine du midi ou l'apéro du début soirée. Café, boissons fraîches, cocktails et assiettes gourmandes. C'est tous les jours de 8h à 2h !","9 rue de la Gaite, 75014 Paris France",€€ - €€€,2.5,323,"{'1': '114', '2': '38', '3': '61', '4': '75', '5': '35'}","Française, Bar"
25165823,Le P'tit Piano,"Le P'tit Piano French restaurant. Cuisine française perigourdine paris 9  rue cadet ouvert dimanche Traditional French restaurant 9eme arrondissement de Paris foie gras côté de bœuf magret de canard confit de canard .Best rate in paris hight score review Best burger in paris. Live music restaurant piano singing opéra. Dîner romantique, Anniversaire, grand groupe
Formule petit déjeuner formule déjeuner. Breakfast","26 rue Cadet, 75009 Paris France",€€ - €€€,4.0,55,"{'1': '4', '2': '4', '3': '3', '4': '12', '5': '32'}","Française, Européenne"
1783026,Le Vinci,,"23 rue Paul Valery, 75116 Paris France",€€ - €€€,4.5,85,"{'1': '0', '2': '1', '3': '6', '4': '28', '5': '50'}","Italienne, Européenne, Méditerranéenne"
23655580,Crous Paris Dauphine,,"Place Du Maréchal De Lattre De Tassigny, 75016 Paris France",,3.0,1,"{'1': '0', '2': '0', '3': '1', '4': '0', '5': '0'}","Pizza, Européenne, Saine"
8533491,Sushi Lounge,,"26 Rue de la Pépinière, 75008 Paris France",€€ - €€€,4.0,30,"{'1': '0', '2': '3', '3': '6', '4': '12', '5': '9'}","Japonaise, Sushi, Asiatique"
28395405,Cho Cho,,"54b Rue De Paradis, 75010 Paris France",,,0,,Française
23743850,Mian Fan Dumpling Factory,"bienvenue chez Mian Fan Dumpling Factory ! I Venez goûter les meilleurs raviolis chinois de tout Paris. Avec notre cuisine ouverte, généreuse et faite maison, vous allez (re)découvrir le régal de dumplings authentiques et de tapas asiatiques. Redécouvrez la tradition culinaire chinoise en plein cœur de Paris ! Lorsque vous poussez les portes de notre Dumpling Factory, vous entrez dans un univers parallèle où les saveurs sont reines et les ingrédients de première qualité. Dans l’assiette : des raviolis faits maison, relevés juste comme il faut et qui explosent littéralement en bouche. Si les dumplings sont les stars de notre carte, ce n’est pas la seule surprise que vous réserve la nouvelle adresse Mian Fan. Vous pourrez les accompagner des tapas de Madame Li : des recettes originales à déguster sur le pouce ou à partager entre amis. Et pour terminer sur une note sucrée, notre délicieux cheesecake maison, avec un choix de topping à faire tourner la tête.","29 Rue de Mogador, 75009 Paris France",,5.0,70,"{'1': '0', '2': '0', '3': '0', '4': '3', '5': '67'}","Asiatique, Saine"
21232219,Pizza Hut,"Dégustez le goût authentique de la véritable pizza Américaine chez Pizza Hut ! Depuis plus de 60 ans, nous servons à nos clients de délicieuses pizzas. Vous trouverez au menu un large choix de pizzas ainsi que des sides, desserts, boissons et autres spécialités. Envie de créer votre propre pizza ? C'est possible chez Pizza Hut ! Chez Pizza Hut nous avons à cœur de satisfaire toutes vos envies c'est pourquoi nous proposons un large choix de produits végétariens ou épicés. Commandez nos pizzas à emporter ou en livraison en ligne ou directement dans un de nos Huts.","129 Boulevard Saint-michel, 75005 Paris France",,1.0,1,"{'1': '1', '2': '0', '3': '0', '4': '0', '5': '0'}",
1335701,L'Esquisse,,"73 avenue de Suffren, 75007 Paris France",€€ - €€€,4.0,13,"{'1': '0', '2': '2', '3': '2', '4': '3', '5': '6'}",Française
11964486,Chez Lala,"Une décharge de saveurs, de couleurs pour cette cuisine sénégalaise goûteuse mélangé d'un accueil chaleureux et d'une ambiance conviviale. Un cocktail à boire sans modération.","52 rue Championnet, 75018 Paris France",€,4.5,17,"{'1': '1', '2': '0', '3': '0', '4': '1', '5': '15'}",Africaine
1174565,Maison des trois thés,,"1 rue Saint Medard, 75005 Paris France",€€€€,4.0,89,"{'1': '4', '2': '5', '3': '7', '4': '22', '5': '51'}",
18965216,ToyamaH,,"27 Rue Bayen, 75017 Paris France",€€ - €€€,2.5,4,"{'1': '2', '2': '0', '3': '1', '4': '0', '5': '1'}","Japonaise, Sushi"
23588354,Mcdonald's,,"2 Les Boulevard Arago, 75013 Paris France",,,0,,"Américaine, Restauration rapide"
719123,Le Fumoir,,"6 Rue de Admiral Coligny, 75001 Paris France",€€ - €€€,4.0,1492,"{'1': '54', '2': '53', '3': '172', '4': '590', '5': '623'}","Française, Européenne, Saine"
1035658,La Chaloupe,,"73 avenue de Suffren, 75007 Paris France",,4.0,1,"{'1': '0', '2': '0', '3': '0', '4': '1', '5': '0'}",
21380236,L’etoile de rivoli,,"158 Rue de Rivoli, 75001 Paris France",,2.5,12,"{'1': '6', '2': '1', '3': '1', '4': '1', '5': '3'}","Asiatique, Chinoise, Restauration rapide, Vietnamienne, Diner, Restaurants de bière"
783786,Le Bastringue,"Bastringue était le nom familier des bals-musettes et des dancings, ce qui évoque la grande époque du Paris canaille des apaches et des marlous. Ici, sur le quai du bassin de la Villette, on descend en droite ligne des ancêtres à la « gueule d'atmosphère ». D'abord parce que le barman vous sert la main d'emblée. Ça étonne, et pourtant quoi de plus normal quand on va boire un verre chez quelqu'un ? Il y a aussi un beau bar en demi-cercle, en bois et en formica, deux petites salles familiales où l'on peut manger le soir jusqu'à minuit et le midi « à pas cher » (formule à 11 €) et une sacrée rangée de tables en terrasse, face aux bateaux à quai. Ce joli Bastringue donne sur l'extérieur grâce à des portes vitrées anciennes, qui se replient. Bref, si vous avez soif de lieux et de gens qui vivent Paris comme si elle n'était pas une des villes les plus chères du monde, allez trinquer là-bas à la bonne santé de l'esprit parigot.","67 Quai de la Seine, 75019 Paris France",€€ - €€€,4.0,521,"{'1': '13', '2': '20', '3': '37', '4': '209', '5': '242'}","Française, Bar, Européenne"
23892631,Chez Bebert,,"Boulevard Olivier Maillard, Paris France",,,0,,Française
719944,Thu Thu,,"51 B rue Hermel, 75018 Paris France",€€ - €€€,4.5,169,"{'1': '0', '2': '6', '3': '10', '4': '64', '5': '89'}","Asiatique, Vietnamienne"
16698870,Aroi Dee,,"39 Rue Jean de la Fontaine, 75016 Paris France",€€ - €€€,4.5,17,"{'1': '0', '2': '1', '3': '0', '4': '5', '5': '11'}","Asiatique, Thaï"
27912146,Laïzé Sainte-avoye,,"62 Rue Vieille Du Temple, 75003 Paris France",,,0,,
7141193,Le Ribera,,"66 B rue Jean de la Fontaine, 75016 Paris France",,3.0,7,"{'1': '0', '2': '3', '3': '0', '4': '4', '5': '0'}",Française
1726526,Tesoro d'Italia,Happy HOUR 18:30 20:30 (APERITIFS AU CHOIX ET DE COCKTAIL MAISON ACCOMPAGNEE DE CHARCUTERIE OFFERT),"41 rue de Paradis, 75010 Paris France",€€ - €€€,4.5,642,"{'1': '3', '2': '13', '3': '32', '4': '169', '5': '425'}","Italienne, Méditerranéenne, Européenne, Romana, Latium, Italie du Centre"
1336737,Cantinella,,"30 Fbg St Jacques, 75014 Paris France",€€ - €€€,4.5,151,"{'1': '4', '2': '4', '3': '7', '4': '43', '5': '93'}","Italienne, Méditerranéenne, Européenne"
32077898,Bar Les Ambassadeurs,,"10 Place De La Concorde, 75008 Paris France",,5.0,1,"{'1': '0', '2': '0', '3': '0', '4': '0', '5': '1'}","Bar, Internationale, Pub, Bars-restaurants"
12157747,Season Square,,"3 Rue Louise Weiss, 75013 Paris France",€€ - €€€,4.5,56,"{'1': '0', '2': '0', '3': '2', '4': '17', '5': '37'}","Française, Américaine, Asiatique"
8411078,Ravioli Nord Est,,"115 rue Saint Denis, 75001 Paris France",€,4.0,118,"{'1': '5', '2': '5', '3': '13', '4': '46', '5': '49'}","Chinoise, Asiatique"
4397852,O Churrasco,,"297 rue de Charenton, 75012 Paris France",€€ - €€€,4.0,90,"{'1': '9', '2': '6', '3': '3', '4': '26', '5': '46'}","Européenne, Portugaise"
720142,Vin et Marée Suffren Ecole Militaire,,"71, Avenue de Suffren, 75007 Paris France",€€ - €€€,4.0,614,"{'1': '28', '2': '40', '3': '46', '4': '195', '5': '305'}","Française, Fruits de mer et poisson, Européenne"
16831525,Les Pères Siffleurs,,"15 rue Gerbert, 75015 Paris France",€€ - €€€,4.5,110,"{'1': '3', '2': '2', '3': '5', '4': '19', '5': '81'}",Française
2197027,Le Florentin,,"10 rue Saint Florentin, 75001 Paris France",€€ - €€€,4.0,283,"{'1': '24', '2': '21', '3': '28', '4': '88', '5': '122'}","Française, Bar, Européenne"
11857149,Sourire Le Restaurant,"Cuisine gastronomique dans un cadre cosy et chaleureux composé de grande table en marbre et de fauteuils en velours bleu. Le chef Justin Brohm propose une cuisine d'auteur et travaille des produits saisonniers de qualité avec des accords originaux, twiste certains classiques, embellit des produits moins nobles ou joue sur des unions étonnants. Le menu change tout les mois en fonction des saisons et des produits proposés par les producteurs, s'adaptant ainsi à ce qu'offre la nature. Les vins sont choisis par le sommelier auprès de vignerons dûment sélectionnés.","15 rue de la Santé, 75013 Paris France",€€€€,4.5,426,"{'1': '6', '2': '5', '3': '12', '4': '65', '5': '338'}","Française, Européenne, Moderne, Saine"
27369997,Café Litteratum,,"22 Rue Des Écoles, 75005 Paris France",,,0,,
17640104,Le Raj's Palace restaurant indien,,"125 rue Lamarck, 75018 Paris France",€€ - €€€,4.5,38,"{'1': '1', '2': '1', '3': '1', '4': '6', '5': '29'}","Indienne, Saine"
1946587,COME PRIMA by OSKIAN,"Come Prima by Oskian vous accueille dans ses 3 salles à thème pour des déjeuners ou diners entre amis, collègues ou famille... avec possibilité de privatiser une salle. Avec ses 50 ans de renommé de meilleures pizzas de Paris et de savoir faire, nous vous attendons dans notre nouveau décor tendance. Vous y découvrirez également notre cuisine traditionnelle italienne. Proche du musée du Louvre, du musée de la Bourse de Commerce et de la Samaritaine.","139 Rue St Honoré, 75001 Paris France",€€ - €€€,4.0,298,"{'1': '21', '2': '15', '3': '32', '4': '97', '5': '133'}","Italienne, Pizza, Européenne"
1522927,Carmine Cafe,"Brasserie chic et tendance installée à côté du Grand Palais Ephémère et de l'école militaire dans le 7ème arrondissement. Dotée d’une belle terrasse ensoleillée qui se transforme en terrasse couverte et chauffée aux premiers frimas, vous y serez confortablement installés. Le Carmine café vous accueille du petit-déjeuner dès 7h du matin jusqu’au bout de la nuit ! L'après-midi venez découvrir notre incontournable Brunch Tea-Time autour d'une jolie sélection de desserts et crêpes sucrées!","73 avenue de Suffren, 75007 Paris France",€€ - €€€,4.0,719,"{'1': '38', '2': '44', '3': '81', '4': '258', '5': '299'}","Pizza, Française, Européenne"
27212846,Idéal Bar,,"99 Avenue De Saint-ouen, 75017 Paris France",,,0,,
7340692,Le Petit Claude,,"47 Avenue de la Motte Picquet, 75015 Paris France",€€ - €€€,3.0,231,"{'1': '35', '2': '36', '3': '49', '4': '64', '5': '47'}",Française
27835871,Le Regent,,"26 Rue Cadet, 75009 Paris France",,,0,,
28531166,Pizza Rue Thibaud,,"Rue Thibaud, 75014 Paris France",,5.0,1,"{'1': '0', '2': '0', '3': '0', '4': '0', '5': '1'}",Italienne
7283262,O Fil  Rouge,OPEN TUESDAY TO SATURDAY 12:00 AM TO 14:30 19:30 PM TO 22:30,"69 rue St Charles, 75015 Paris France",€€ - €€€,4.5,236,"{'1': '7', '2': '10', '3': '11', '4': '73', '5': '135'}","Française, Européenne"
32849296,Krispy Kreme - Rambuteau,,"15 Rue Rambuteau, 75003 Paris France",,,0,,
27289907,Le Marché Saint Michel,,"135 Boulevard Saint-michel, 75005 Paris France",,,0,,
